"","classes","sdg1_weight","sdg2_weight","sdg3_weight","sdg4_weight","sdg5_weight","sdg6_weight","sdg7_weight","sdg8_weight","sdg9_weight","sdg10_weight","sdg11_weight","sdg12_weight","sdg13_weight","sdg14_weight","sdg15_weight","sdg16_weight","sdg17_weight","total_weight"
"2283","GERO-520",NA,NA,NA,NA,2.55,NA,NA,NA,1.11,0.44,NA,NA,NA,NA,NA,0.79,1,5.89
"2284","GERO-522",0.36,NA,NA,NA,0.29,NA,NA,NA,NA,0.62,NA,0.29,NA,NA,0.07,NA,NA,1.63
"2285","GERO-530",1.75,NA,NA,0.4,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09
"2286","GERO-540",1.23,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,1.03,1,4.27
"2287","GERO-541",1.57,NA,NA,NA,NA,NA,NA,0.74,1.04,0.64,NA,0.07,NA,NA,NA,NA,NA,4.06
"2288","GERO-543",0.27,NA,NA,0.33,NA,NA,NA,0.66,0.62,NA,0.35,NA,NA,NA,NA,0.11,NA,2.34
"2289","GERO-550",NA,NA,NA,0.53,0.29,NA,NA,0.16,0.28,NA,0.35,NA,NA,NA,NA,0.11,NA,1.72
"2290","GERO-555",0.86,NA,NA,NA,NA,NA,NA,0.49,NA,0.44,NA,NA,NA,NA,0.36,NA,NA,2.15
"2291","GERO-560",0.37,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31
"2292","GERO-585",0.36,NA,NA,NA,NA,NA,NA,NA,0.28,0.62,NA,NA,NA,NA,NA,NA,NA,1.26
"2293","GERO-589",NA,NA,NA,0.6,NA,NA,NA,0.33,6.56,NA,NA,NA,0.39,NA,NA,NA,NA,7.88
"2294","GERO-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"2295","GERO-591",NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.29
"2296","GERO-593",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,1,1.83
"2297","GERO-600",NA,NA,0.63,0.4,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,1,2.31
"2298","GERO-601",NA,0.29,2.97,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,3.61
"2299","GERO-602A",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,1,2.83
"2300","GERO-602B",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,1,2.83
"2301","GERO-603",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,0.57,NA,1,3.38
"2302","GERO-610",0.49,NA,NA,NA,NA,NA,NA,0.33,0.63,0.88,0.11,NA,NA,NA,NA,0.11,1,3.55
"2303","GERO-614",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.4
"2304","GERO-616",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,1,1.83
"2305","GERO-626",NA,NA,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.53
"2306","GERO-645",1.36,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,1.33,NA,3.14
"2307","GERO-655",0.9,NA,NA,NA,NA,NA,NA,0.59,1.54,NA,NA,NA,NA,NA,NA,NA,3,6.03
"2308","GESM-110",NA,NA,NA,0.4,NA,NA,NA,NA,0.83,NA,0.57,NA,NA,NA,NA,NA,1,2.8
"2309","GESM-111",NA,NA,NA,4.91,NA,NA,NA,NA,0.83,NA,0.57,NA,NA,NA,NA,NA,1,7.31
"2310","GESM-120",NA,NA,NA,0.87,NA,NA,NA,NA,0.28,NA,0.65,NA,NA,NA,NA,NA,1,2.8
"2311","GESM-121",NA,NA,NA,4.91,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,1,6.54
"2312","GESM-130",1.84,NA,NA,0.6,NA,NA,NA,4.76,0.28,NA,0.65,NA,NA,NA,NA,1.03,1,10.16
"2313","GESM-131",0.9,NA,NA,4.91,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,1,7.46
"2314","GESM-140",NA,NA,NA,0.4,NA,NA,NA,0.41,0.9,NA,NA,NA,0.32,0.58,1.79,NA,1,5.4
"2315","GESM-141",0.13,NA,NA,4.91,NA,NA,NA,1.98,2.35,NA,NA,NA,0.32,0.58,1.43,NA,1,12.7
"2316","GESM-160",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.4
"2317","GESM-161",NA,NA,NA,4.91,NA,NA,NA,0.33,0.28,NA,NA,NA,NA,NA,NA,NA,1,6.52
"2318","GPPD-500B",0.33,NA,NA,NA,NA,NA,NA,0.49,0.62,NA,0.11,NA,0.26,NA,NA,0.11,NA,1.92
"2319","GPPD-600B",0.33,NA,NA,NA,NA,NA,NA,0.49,NA,NA,0.11,NA,0.26,NA,NA,0.11,2,3.3
"2320","GR-120",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"2321","GSBA-501",NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53
"2322","GSBA-502",NA,NA,NA,0.6,NA,NA,NA,0.33,0.35,NA,NA,NA,NA,NA,NA,NA,1,2.28
"2323","GSBA-503",NA,NA,NA,NA,NA,NA,NA,0.82,5.37,NA,NA,NA,0.26,NA,NA,NA,NA,6.45
"2324","GSBA-504A",NA,NA,NA,NA,NA,NA,NA,2.21,0.83,0.44,NA,NA,NA,NA,NA,NA,NA,3.48
"2325","GSBA-504B",NA,NA,NA,NA,NA,NA,NA,2.21,0.83,0.44,NA,NA,NA,NA,NA,NA,NA,3.48
"2326","GSBA-505",NA,NA,NA,0.53,NA,NA,NA,3.28,0.83,1.1,NA,NA,NA,NA,NA,NA,NA,5.74
"2327","GSBA-506A",NA,NA,NA,NA,NA,NA,NA,2.21,0.96,0.44,NA,NA,NA,NA,NA,NA,NA,3.61
"2328","GSBA-506B",NA,NA,NA,NA,NA,NA,NA,2.21,0.96,0.44,NA,NA,NA,NA,NA,NA,NA,3.61
"2329","GSBA-509",NA,NA,NA,0.07,NA,0.13,NA,1.98,0.84,0.44,0.17,0.21,NA,NA,NA,NA,1,4.84
"2330","GSBA-510",0.34,NA,NA,NA,NA,NA,NA,1.64,0.97,0.66,0.11,NA,NA,NA,NA,0.11,NA,3.83
"2331","GSBA-511",NA,NA,NA,NA,NA,NA,NA,0.82,0.96,NA,NA,NA,NA,NA,NA,NA,NA,1.78
"2332","GSBA-519A",NA,0.57,NA,1.74,NA,NA,0.99,1.8,3.11,0.44,NA,5.28,1.02,NA,0.62,NA,NA,15.57
"2333","GSBA-519B",NA,0.57,NA,1.74,NA,NA,0.99,1.8,3.11,0.44,NA,5.28,1.02,NA,0.62,NA,NA,15.57
"2334","GSBA-520",NA,NA,NA,NA,NA,NA,NA,0.82,1.11,NA,NA,NA,NA,NA,NA,NA,NA,1.93
"2335","GSBA-522A",NA,NA,NA,0.93,NA,NA,NA,1.66,1.04,NA,NA,0.72,NA,NA,0.57,NA,1,5.92
"2336","GSBA-522B",NA,NA,NA,0.93,NA,NA,NA,3.05,1.04,0.44,NA,0.72,NA,NA,0.57,NA,1,7.75
"2337","GSBA-523",NA,NA,NA,NA,NA,NA,NA,1.39,0.63,0.44,NA,NA,NA,NA,NA,NA,1,3.46
"2338","GSBA-523T",0.22,NA,NA,NA,NA,NA,NA,2.21,1.11,0.44,NA,NA,NA,NA,NA,NA,1,4.98
"2339","GSBA-524",NA,NA,NA,NA,NA,NA,NA,2.21,0.96,0.44,NA,NA,NA,NA,NA,NA,NA,3.61
"2340","GSBA-528",NA,NA,NA,NA,NA,NA,NA,1.39,0.91,0.44,NA,NA,NA,NA,NA,NA,NA,2.74
"2341","GSBA-529",NA,0.57,NA,1.74,NA,NA,0.99,0.41,3.11,NA,NA,5.28,1.02,NA,0.62,NA,NA,13.74
"2342","GSBA-533",NA,NA,NA,0.6,NA,NA,0.79,1.72,NA,0.44,0.49,NA,0.39,NA,NA,NA,NA,4.43
"2343","GSBA-534",NA,NA,NA,NA,NA,NA,NA,2.21,0.83,0.44,NA,NA,NA,NA,NA,NA,NA,3.48
"2344","GSBA-535",NA,NA,NA,0.8,NA,NA,NA,2.47,1.88,0.44,NA,NA,NA,NA,NA,NA,2,7.59
"2345","GSBA-537",2.35,NA,NA,1.12,NA,NA,NA,4.97,1.1,0.97,NA,NA,NA,NA,NA,NA,NA,10.51
"2346","GSBA-538",NA,NA,NA,0.53,NA,NA,NA,4.34,1.39,1.1,NA,NA,NA,NA,NA,NA,NA,7.36
"2347","GSBA-539",NA,NA,NA,1.13,NA,NA,NA,3.69,1.04,0.44,NA,0.72,NA,NA,0.57,NA,NA,7.59
"2348","GSBA-540",NA,NA,NA,NA,NA,NA,NA,2.29,9.11,0.44,NA,0.43,0.26,NA,NA,NA,1,13.53
"2349","GSBA-541",0.27,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21
"2350","GSBA-542",NA,NA,NA,NA,NA,NA,NA,1.39,0.63,0.44,NA,NA,NA,NA,NA,NA,1,3.46
"2351","GSBA-543",NA,NA,NA,0.93,NA,NA,NA,4.19,1.39,0.44,NA,0.72,NA,NA,0.57,NA,1,9.24
"2352","GSBA-544",1.3,NA,NA,NA,NA,NA,NA,8.86,0.76,0.44,NA,0.72,NA,NA,0.57,NA,NA,12.65
"2353","GSBA-545",NA,NA,NA,NA,NA,NA,NA,2.21,1.38,0.44,NA,NA,NA,NA,NA,NA,NA,4.03
"2354","GSBA-548",NA,NA,NA,NA,NA,NA,NA,4.51,2.33,0.44,NA,NA,NA,NA,NA,NA,NA,7.28
"2355","GSBA-549",1.3,NA,NA,NA,NA,NA,NA,8.86,0.76,0.44,NA,0.72,NA,NA,0.57,NA,NA,12.65
"2356","GSBA-550A",NA,NA,NA,0.8,NA,NA,NA,1.88,1.11,0.44,NA,NA,NA,NA,NA,NA,1,5.23
"2357","GSBA-550B",NA,NA,NA,0.8,NA,NA,NA,1.88,1.11,0.44,NA,NA,NA,NA,NA,NA,1,5.23
"2358","GSBA-552",NA,NA,NA,NA,NA,NA,NA,0.82,0.76,NA,NA,NA,NA,NA,NA,NA,NA,1.58
"2359","GSBA-555",NA,NA,NA,NA,NA,NA,NA,0.82,3.56,NA,NA,NA,NA,NA,NA,NA,NA,4.38
"2360","GSBA-560",NA,NA,NA,0.6,NA,0.47,0.38,3.08,3.26,0.66,NA,3.03,2.54,0.39,1.79,NA,NA,16.2
"2361","GSBA-561",NA,NA,NA,NA,NA,NA,NA,3.97,0.35,0.66,NA,NA,NA,NA,NA,NA,NA,4.98
"2362","GSBA-562",NA,NA,NA,NA,NA,NA,NA,1.97,2.21,NA,NA,NA,NA,NA,NA,NA,NA,4.18
"2363","GSBA-562A",NA,NA,NA,NA,NA,NA,NA,3.36,2.21,0.44,NA,NA,NA,NA,NA,NA,NA,6.01
"2364","GSBA-562B",NA,NA,NA,NA,NA,NA,NA,3.36,2.21,0.44,NA,NA,NA,NA,NA,NA,NA,6.01
"2365","GSBA-563A",NA,NA,NA,NA,NA,NA,NA,2.8,5.44,0.44,NA,NA,NA,NA,NA,NA,1,9.68
"2366","GSBA-563B",NA,NA,NA,NA,NA,NA,NA,2.8,5.44,0.44,NA,NA,NA,NA,NA,NA,1,9.68
"2367","GSBA-564",0.05,NA,NA,NA,NA,NA,NA,0.16,0.77,NA,NA,NA,0.39,NA,NA,NA,NA,1.37
"2368","GSBA-570",0.9,NA,NA,0.67,NA,0.6,0.38,5.37,1.11,0.66,0.17,3.24,2.54,0.39,1.79,NA,1,18.82
"2369","GSBA-571",1.84,NA,NA,0.07,NA,0.6,0.38,8.72,2.5,NA,0.17,3.96,2.54,0.39,2.36,1.03,2,26.56
"2370","GSBA-572",NA,NA,NA,0.07,NA,0.6,0.38,4.48,3.28,0.66,0.17,3.24,2.54,0.39,1.79,NA,1,18.6
"2371","GSBA-572A",NA,NA,NA,0.07,NA,0.6,0.38,5.87,3.28,1.1,0.17,3.24,2.54,0.39,1.79,NA,1,20.43
"2372","GSBA-572B",NA,NA,NA,0.07,NA,0.6,0.38,5.87,3.28,1.1,0.17,3.24,2.54,0.39,1.79,NA,1,20.43
"2373","GSBA-573A",0.22,NA,NA,0.6,NA,NA,0.79,4.58,7.72,0.44,NA,1.15,0.39,NA,0.57,NA,1,17.46
"2374","GSBA-573B",0.22,NA,NA,0.6,NA,NA,0.79,4.58,7.72,0.44,NA,1.15,0.39,NA,0.57,NA,1,17.46
"2375","GSBA-574",NA,NA,NA,NA,NA,NA,NA,0.59,0.56,NA,NA,0.07,NA,NA,NA,NA,1,2.22
"2376","GSBA-580",0.94,NA,NA,NA,NA,NA,NA,5.75,4.31,NA,0.65,NA,0.26,NA,NA,1.03,NA,12.94
"2377","GSBA-581",NA,NA,NA,0.6,NA,NA,NA,2.7,7.44,0.44,NA,0.43,NA,NA,NA,NA,1,12.61
"2378","GSBA-582A",1.84,NA,NA,NA,NA,NA,NA,6.82,0.76,0.66,0.65,NA,0.26,NA,NA,1.03,NA,12.02
"2379","GSBA-582B",1.84,NA,NA,NA,NA,NA,NA,6.82,0.76,0.66,0.65,NA,0.26,NA,NA,1.03,NA,12.02
"2380","GSBA-584A",NA,NA,NA,NA,NA,NA,NA,0.82,1.18,NA,NA,NA,NA,NA,NA,NA,1,3
"2381","GSBA-584B",NA,NA,NA,NA,NA,NA,NA,0.82,0.83,NA,NA,NA,NA,NA,NA,NA,1,2.65
"2382","GSBA-595",0.27,NA,NA,NA,NA,NA,NA,2.76,0.48,NA,NA,NA,NA,NA,NA,NA,NA,3.51
"2383","GSBA-602",0.94,NA,NA,NA,NA,NA,NA,7.17,1.04,NA,NA,NA,NA,NA,NA,NA,1,10.15
"2384","GSBA-604",NA,NA,NA,NA,NA,NA,NA,0.82,0.48,NA,NA,NA,NA,NA,NA,NA,NA,1.3
"2385","GSBA-612",0.94,NA,NA,NA,NA,NA,NA,5.61,0.28,NA,NA,NA,NA,NA,NA,NA,1,7.83
"2386","GSBA-625",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,1.38
"2387","GSPD-504",2.21,NA,NA,NA,NA,NA,NA,4.6,0.28,NA,NA,NA,NA,NA,NA,NA,NA,7.09
"2388","HBHV-310",NA,NA,NA,NA,NA,0.38,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.73
"2389","HBIO-200",NA,NA,NA,NA,NA,NA,NA,1.39,0.28,0.44,NA,NA,NA,0.7,4.38,NA,NA,7.19
"2390","HBIO-202",0.37,1.23,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.57
"2391","HBIO-205",NA,0.7,NA,2.14,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,4.67
"2392","HBIO-250",0.31,1.06,8.34,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,11.54
"2393","HBIO-300",0.13,0.36,NA,0.4,NA,NA,NA,2.54,NA,0.44,1.14,1.43,NA,0.32,2.4,NA,NA,9.16
"2394","HBIO-301",NA,NA,NA,NA,NA,NA,NA,1.39,1.1,0.44,NA,NA,NA,NA,NA,NA,NA,2.93
"2395","HBIO-302",NA,0.94,NA,NA,NA,NA,6.93,1.39,NA,0.44,NA,NA,1.79,NA,NA,NA,NA,11.49
"2396","HBIO-306",0.9,0.36,NA,NA,NA,NA,NA,2.13,0.35,0.44,NA,0.71,NA,0.32,3.77,NA,NA,8.98
"2397","HBIO-320",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,1,2.01
"2398","HBIO-360",NA,0.94,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16
"2399","HBIO-370",0.37,0.29,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.66
"2400","HBIO-400",NA,NA,NA,NA,NA,NA,NA,1.39,0.48,0.44,NA,NA,NA,NA,NA,NA,NA,2.31
"2401","HBIO-405",NA,0.29,3.81,NA,NA,0.47,0.38,1.68,NA,NA,0.65,3.03,2.54,1.09,5.24,NA,NA,19.18
"2402","HBIO-406",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,4,5.12
"2403","HBIO-407",0.37,0.29,2.97,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,5.46
"2404","HBIO-408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2405","HBIO-409",0.59,0.65,30.65,NA,NA,NA,NA,1.39,NA,0.44,0.11,NA,NA,NA,NA,0.6,NA,34.43
"2406","HBIO-420",0.37,NA,2.08,NA,NA,NA,NA,1.39,1.1,0.44,NA,NA,NA,NA,0.36,NA,NA,5.74
"2407","HBIO-435",0.22,0.36,8.26,NA,NA,NA,6.93,NA,0.62,NA,NA,NA,1.79,NA,NA,NA,NA,18.18
"2408","HBIO-441",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"2409","HBIO-442",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"2410","HCDA-501",3.98,NA,NA,NA,NA,NA,NA,1.48,2.42,NA,NA,NA,NA,NA,NA,NA,NA,7.88
"2411","HCDA-503",0.31,NA,NA,0.47,NA,NA,NA,1.01,1.53,NA,NA,NA,NA,NA,NA,NA,NA,3.32
"2412","HCDA-506",2.85,0.21,NA,NA,NA,0.07,NA,0.99,NA,NA,0.16,0.14,0.26,NA,0.29,NA,NA,4.97
"2413","HCDA-507",0.37,1.32,NA,NA,NA,NA,NA,0.92,3,NA,NA,NA,NA,NA,NA,NA,1,6.61
"2414","HCDA-520",1.31,NA,NA,NA,NA,NA,NA,4.6,0.28,NA,NA,NA,NA,NA,NA,NA,1,7.19
"2415","HCDA-525",0.68,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,1,2.69
"2416","HCDA-540",0.31,NA,NA,0.6,NA,NA,NA,1.15,2.71,NA,NA,NA,NA,NA,NA,NA,1,5.77
"2417","HCDA-550",1.25,NA,NA,NA,NA,NA,NA,5.17,9.59,NA,NA,0.43,NA,NA,NA,NA,1,17.44
"2418","HCDA-553",0.26,NA,NA,NA,NA,NA,NA,0.66,1.74,NA,NA,NA,0.26,NA,NA,NA,NA,2.92
"2419","HCDA-580",2.92,NA,NA,NA,NA,NA,NA,0.66,0.35,NA,NA,NA,0.26,NA,NA,NA,1,5.19
"2420","HCDA-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"2421","HEBR-120",0.22,NA,NA,1.6,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,1,3.47
"2422","HEBR-150",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,2,3.01
"2423","HEBR-220",NA,NA,NA,0.4,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73
"2424","HIST-100",NA,NA,NA,NA,NA,NA,NA,1.98,0.42,0.44,NA,NA,NA,NA,NA,NA,1,3.84
"2425","HIST-101",0.13,NA,NA,0.2,NA,NA,NA,0.75,1.05,NA,0.65,NA,NA,NA,NA,NA,1,3.78
"2426","HIST-102",NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,0.14,NA,NA,1.25
"2427","HIST-103",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.65,NA,NA,NA,NA,1.03,NA,1.96
"2428","HIST-104",NA,NA,NA,NA,0.29,NA,NA,0.43,1.71,5.02,0.49,NA,NA,NA,NA,4.14,NA,12.08
"2429","HIST-105",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,1.03,1,3.5
"2430","HIST-106",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,1.06,NA,NA,NA,NA,0.3,1,2.81
"2431","HIST-107",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,1.03,NA,3.15
"2432","HIST-108",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,0.57,NA,NA,NA,NA,NA,NA,8.46
"2433","HIST-180",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,1.22,NA,NA,NA,NA,NA,1,2.5
"2434","HIST-185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,0.57
"2435","HIST-195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,1,2.29
"2436","HIST-201",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,1.4,NA,NA,NA,NA,0.11,NA,3.34
"2437","HIST-210",NA,NA,NA,NA,NA,NA,NA,0.33,NA,1.77,1.06,NA,0.26,NA,NA,NA,NA,3.42
"2438","HIST-220",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,5.07,NA,6.62
"2439","HIST-225",NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,1.36
"2440","HIST-235",1.84,NA,NA,NA,NA,NA,NA,4.6,0.56,NA,0.72,NA,NA,NA,NA,1.03,NA,8.75
"2441","HIST-240",1.84,NA,NA,NA,0.18,NA,NA,5.93,0.7,0.27,1.22,0.72,0.26,NA,0.57,0.3,1,12.99
"2442","HIST-260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,0.57
"2443","HIST-265",0.62,NA,NA,NA,9.95,NA,NA,NA,NA,12.22,0.98,NA,NA,NA,NA,3.16,1,27.93
"2444","HIST-266",0.13,NA,NA,NA,0.18,NA,NA,0.82,0.48,0.27,1.06,NA,NA,NA,NA,0.3,NA,3.24
"2445","HIST-273",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.16,NA,NA,NA,NA,NA,NA,0.25
"2446","HIST-278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,0.57
"2447","HIST-309",NA,NA,NA,NA,0.18,NA,NA,1.6,0.42,0.27,0.49,NA,NA,NA,NA,0.3,1,4.26
"2448","HIST-316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2449","HIST-325",NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,0.57,NA,NA,NA,NA,NA,NA,1.2
"2450","HIST-326",1.35,NA,NA,NA,10.15,NA,NA,NA,0.33,1.95,0.65,NA,0.39,NA,NA,0.3,NA,15.12
"2451","HIST-334",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,0.57,NA,NA,NA,NA,NA,1,2.58
"2452","HIST-337",1.43,NA,NA,NA,0.18,NA,NA,11.91,1.19,0.27,0.49,NA,NA,NA,NA,0.3,NA,15.77
"2453","HIST-355",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,1.62
"2454","HIST-361",0.9,NA,NA,NA,NA,NA,NA,NA,0.48,NA,1.7,0.5,0.39,NA,NA,1.03,NA,5
"2455","HIST-368",0.31,NA,NA,NA,1.81,NA,NA,0.82,NA,1.15,0.57,NA,0.26,NA,NA,NA,NA,4.92
"2456","HIST-370",0.49,NA,NA,NA,4.1,NA,NA,0.33,NA,3.59,NA,NA,NA,NA,NA,3.56,NA,12.07
"2457","HIST-372",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.57,NA,NA,NA,NA,NA,NA,0.85
"2458","HIST-374",0.49,NA,NA,NA,0.76,NA,NA,1.64,NA,0.09,0.73,NA,NA,NA,NA,NA,NA,3.71
"2459","HIST-377",0.13,NA,NA,NA,NA,NA,NA,0.59,0.7,NA,NA,NA,NA,NA,0.43,NA,1,2.85
"2460","HIST-383",0.94,NA,NA,NA,NA,NA,NA,5.99,0.84,0.44,0.65,NA,NA,NA,NA,1.03,NA,9.89
"2461","HIST-395",0.45,NA,NA,NA,11.29,NA,NA,NA,NA,1.68,2.37,NA,NA,NA,NA,1.38,NA,17.17
"2462","HIST-404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,2,2.57
"2463","HIST-432",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,1.03,NA,2.58
"2464","HIST-440",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,1.29,NA,0.39,NA,NA,NA,NA,1.96
"2465","HIST-444",0.36,NA,NA,NA,0.46,NA,NA,0.33,0.28,1.59,0.57,NA,NA,NA,NA,7.46,NA,11.05
"2466","HIST-455",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.57,0.09,NA,NA,NA,0.1,NA,1.11
"2467","HIST-462",0.45,NA,NA,NA,10.74,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,0.3,NA,13.44
"2468","HIST-465",0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,0.62
"2469","HIST-492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,2,2.57
"2470","HIST-498",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.72,NA,NA,NA,NA,NA,3,4.07
"2471","HIST-500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,1.29
"2472","HIST-515",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.57,NA,NA,NA,NA,NA,NA,0.85
"2473","HIST-536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,1.29
"2474","HIST-540",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,1.22,NA,NA,NA,NA,NA,NA,1.5
"2475","HIST-566",NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,1,2.32
"2476","HIST-567",1.84,NA,NA,0.6,NA,NA,NA,4.6,0.28,NA,1.94,NA,NA,NA,NA,1.03,1,11.29
"2477","HIST-568",1.84,NA,NA,0.6,NA,NA,NA,4.6,0.28,NA,1.94,NA,NA,NA,NA,1.03,1,11.29
"2478","HIST-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"2479","HIST-595",NA,NA,NA,0.87,NA,NA,NA,0.59,0.42,NA,0.57,NA,NA,NA,NA,NA,2,4.45
"2480","HIST-680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,2,3.29
"2481","HMGT-512",0.68,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,1,4.04
"2482","HMGT-520",0.82,NA,NA,1,NA,NA,NA,1.9,1.25,NA,NA,NA,0.39,NA,NA,NA,1,6.36
